datetime,Make,Model,Quantity,Pct
2015-02-01,Toyota,Toyota Auris,365,3.4
2015-02-01,Skoda,Skoda Octavia,362,3.4
2015-02-01,Toyota,Toyota Yaris,338,3.2
2015-02-01,Tesla,Tesla Model S,321,3.0
2015-02-01,Nissan,Nissan Qashqai,247,2.3
2015-02-01,Nissan,Nissan Leaf,247,2.3
2015-02-01,Audi,Audi A3,207,1.9
2015-02-01,Volkswagen,Volkswagen Passat,204,1.9
2015-02-01,Volkswagen,Volkswagen up!,194,1.8
2015-02-01,Suzuki,Suzuki SX4,185,1.7
2015-02-01,Mazda,Mazda CX-5,180,1.7
2015-02-01,Mercedes-Benz,Mercedes-Benz C-klasse,172,1.6
2015-02-01,Nissan,Nissan X-Trail,163,1.5
2015-02-01,Ford,Ford Mondeo,162,1.5
2015-02-01,Mitsubishi,Mitsubishi Outlander,157,1.5
2015-02-01,Ford,Ford Focus,157,1.5
2015-02-01,Ford,Ford Kuga,133,1.2
2015-02-01,Hyundai,Hyundai i20,76,0.7
2015-03-01,Volkswagen,Volkswagen Golf,1421,10.036019492902
2015-03-01,Tesla,Tesla Model S,1140,8.05141606045625
2015-03-01,Nissan,Nissan Leaf,526,3.71495162087718
2015-03-01,Toyota,Toyota Auris,486,3.43244579419451
2015-03-01,Skoda,Skoda Octavia,411,2.9027473691644903
2015-03-01,Toyota,Toyota Rav4,385,2.71911858182075
2015-03-01,Toyota,Toyota Yaris,379,2.67674270781835
2015-03-01,Ford,Ford Mondeo,284,2.0057913694469898
2015-03-01,Audi,Audi A3,281,1.9846034324457902
2015-03-01,Nissan,Nissan Qashqai,272,1.9210396214421899
2015-03-01,Volvo,Volvo XC60,244,1.72328554276432
2015-03-01,Volvo,Volvo V70,232,1.63853379475952
2015-03-01,Volkswagen,Volkswagen Passat,229,1.61734585775832
2015-03-01,Renault,Renault Zoe,228,1.61028321209125
2015-03-01,Volkswagen,Volkswagen up!,217,1.53259410975351
2015-03-01,Mitsubishi,Mitsubishi Outlander,204,1.4407797160816398
2015-03-01,Suzuki,Suzuki SX4,187,1.32071473974151
2015-03-01,Mazda,Mazda CX-5,180,1.2712762200720402
2015-03-01,Ford,Ford Focus,180,1.2712762200720402
2015-03-01,Peugeot,Peugeot 308,168,1.18652447206724
2015-03-01,BMW,BMW X3,159,1.1229606610636298
2015-03-01,BMW,BMW 3-serie,154,1.0876474327283001
2015-03-01,Kia,Kia Sportage,141,0.995833039056431
2015-03-01,Volkswagen,Volkswagen Polo,139,0.981707747722297
2015-03-01,Mercedes-Benz,Mercedes-Benz C-klasse,133,0.939331873719895
2015-03-01,Ford,Ford Fiesta,125,0.8828307083833601
2015-03-01,Ford,Ford Kuga,119,0.8404548343809591
2015-03-01,BMW,BMW i3,109,0.7698283777102901
2015-03-01,Hyundai,Hyundai i20,106,0.74864044070909
2015-03-01,Toyota,Toyota Prius,99,0.699201921039621
2015-03-01,Toyota,Toyota Avensis,98,0.6921392753725552
2015-03-01,Mercedes-Benz,Mercedes-Benz B-klasse,91,0.642700755703086
2015-03-01,Volvo,Volvo V60,70,0.494385196694682
2015-03-01,Ford,Ford S-Max,61,0.43082138569108
2015-03-01,Suzuki,Suzuki Vitara,60,0.4237587400240129
2015-03-01,Skoda,Skoda Superb,55,0.3884455116886789
2015-03-01,BMW,BMW X1,48,0.33900699201921003
2015-03-01,Opel,Opel Astra,31,0.218942015679073
2015-03-01,BMW,BMW X5,29,0.20481672434494
2015-04-01,Volkswagen,Volkswagen Golf,1595,12.4784853700516
2015-04-01,Toyota,Toyota Auris,509,3.98216241589736
2015-04-01,Skoda,Skoda Octavia,460,3.5988108277264903
2015-04-01,Mazda,Mazda CX-5,355,2.77734313878892
2015-04-01,Volkswagen,Volkswagen Passat,354,2.76951963698952
2015-04-01,Toyota,Toyota Yaris,330,2.58175559380379
2015-04-01,Audi,Audi A3,327,2.5582850884055697
2015-04-01,Toyota,Toyota Rav4,302,2.36269754342044
2015-04-01,Mitsubishi,Mitsubishi Outlander,280,2.19058050383352
2015-04-01,Tesla,Tesla Model S,230,1.79940541386325
2015-04-01,Volvo,Volvo V70,221,1.7289938976686001
2015-04-01,Ford,Ford Mondeo,221,1.7289938976686001
2015-04-01,Volkswagen,Volkswagen up!,210,1.64293537787514
2015-04-01,Ford,Ford Focus,193,1.50993584728524
2015-04-01,Volvo,Volvo V40,189,1.47864184008762
2015-04-01,Volkswagen,Volkswagen Polo,183,1.43170082929119
2015-04-01,Peugeot,Peugeot 308,181,1.4160538256923798
2015-04-01,Mercedes-Benz,Mercedes-Benz B-klasse,178,1.39258332029416
2015-04-01,Volvo,Volvo XC60,174,1.36128931309654
2015-04-01,Nissan,Nissan Leaf,167,1.3065248005007
2015-04-01,Mercedes-Benz,Mercedes-Benz C-klasse,166,1.2987012987013
2015-04-01,BMW,BMW X3,157,1.2282897825066499
2015-04-01,Renault,Renault Zoe,154,1.20481927710843
2015-04-01,Nissan,Nissan Qashqai,147,1.1500547645126002
2015-04-01,Kia,Kia Sportage,137,1.0718197465185402
2015-04-01,Volvo,Volvo V60,128,1.00140823032389
2015-04-01,BMW,BMW i3,102,0.7979971835393521
2015-04-01,Ford,Ford Fiesta,92,0.719762165545298
2015-04-01,BMW,BMW 3-serie,91,0.711938663745893
2015-04-01,Toyota,Toyota Prius,72,0.56329212955719
2015-04-01,Ford,Ford Kuga,72,0.56329212955719
2015-04-01,Skoda,Skoda Superb,61,0.47723360976372997
2015-04-01,Suzuki,Suzuki Vitara,58,0.453763104365514
2015-04-01,BMW,BMW 2-serie,48,0.37552808637146
2015-04-01,Mercedes-Benz,Mercedes-Benz E-klasse,48,0.37552808637146
2015-04-01,BMW,BMW X1,32,0.250352057580973
2015-04-01,Opel,Opel Astra,30,0.234705053982162
2015-04-01,Ford,Ford S-Max,29,0.226881552182757
2015-04-01,Toyota,Toyota Avensis,25,0.195587544985135
2015-04-01,BMW,BMW X5,23,0.17994054138632504
2015-05-01,Volkswagen,Volkswagen Golf,1323,11.0
2015-05-01,Mitsubishi,Mitsubishi Outlander,399,3.3
2015-05-01,Toyota,Toyota Yaris,371,3.1
2015-05-01,Toyota,Toyota Auris,352,2.9
2015-05-01,Tesla,Tesla Model S,346,2.9
2015-05-01,Skoda,Skoda Octavia,329,2.7
2015-05-01,Audi,Audi A3,303,2.5
2015-05-01,Toyota,Toyota Rav4,296,2.5
2015-05-01,Mazda,Mazda CX-5,286,2.4
2015-05-01,Volvo,Volvo V70,272,2.3
2015-05-01,Ford,Ford Focus,242,2.0
2015-05-01,Volkswagen,Volkswagen Passat,236,2.0
2015-05-01,Ford,Ford Mondeo,232,1.9
2015-05-01,Volvo,Volvo V40,211,1.8
2015-05-01,Peugeot,Peugeot 308,196,1.6
2015-05-01,Nissan,Nissan Qashqai,188,1.6
2015-05-01,Nissan,Nissan Leaf,176,1.5
2015-05-01,Volvo,Volvo XC60,152,1.3
2015-05-01,Mercedes-Benz,Mercedes-Benz C-klasse,144,1.2
2015-05-01,Volkswagen,Volkswagen up!,130,1.1
2015-06-01,Volkswagen,Volkswagen Golf,1626,11.4
2015-06-01,Tesla,Tesla Model S,566,4.0
2015-06-01,Mitsubishi,Mitsubishi Outlander,487,3.4
2015-06-01,Renault,Renault Zoe,431,3.0
2015-06-01,Toyota,Toyota Yaris,371,2.6
2015-06-01,Toyota,Toyota Rav4,368,2.6
2015-06-01,Skoda,Skoda Octavia,358,2.5
2015-06-01,Mazda,Mazda CX-5,358,2.5
2015-06-01,Toyota,Toyota Auris,336,2.4
2015-06-01,Volkswagen,Volkswagen Passat,308,2.2
2015-06-01,Nissan,Nissan Qashqai,307,2.2
2015-06-01,Audi,Audi A3,292,2.1
2015-06-01,Volvo,Volvo V70,290,2.0
2015-06-01,Ford,Ford Mondeo,221,1.6
2015-06-01,Peugeot,Peugeot 308,203,1.4
2015-06-01,Nissan,Nissan Leaf,186,1.3
2015-06-01,Volkswagen,Volkswagen up!,180,1.3
2015-06-01,Ford,Ford Focus,174,1.2
2015-06-01,Volvo,Volvo XC60,164,1.2
2015-06-01,Mercedes-Benz,Mercedes-Benz C-klasse,142,1.0
2015-07-01,Volkswagen,Volkswagen Golf,1542,12.4
2015-07-01,Toyota,Toyota Yaris,401,3.2
2015-07-01,Nissan,Nissan Qashqai,385,3.1
2015-07-01,Toyota,Toyota Rav4,383,3.1
2015-07-01,Volkswagen,Volkswagen Passat,356,2.9
2015-07-01,Skoda,Skoda Octavia,343,2.8
2015-07-01,Audi,Audi A3,321,2.6
2015-07-01,Toyota,Toyota Auris,294,2.4
2015-07-01,Mercedes-Benz,Mercedes-Benz B-klasse,263,2.1
2015-07-01,Volvo,Volvo V70,251,2.0
2015-07-01,Mazda,Mazda CX-5,248,2.0
2015-07-01,Nissan,Nissan Leaf,239,1.9
2015-07-01,Tesla,Tesla Model S,222,1.8
2015-07-01,Ford,Ford Mondeo,193,1.6
2015-07-01,Peugeot,Peugeot 308,174,1.4
2015-07-01,Ford,Ford Focus,157,1.3
2015-07-01,Mitsubishi,Mitsubishi Outlander,126,1.0
2015-07-01,Volvo,Volvo XC60,117,0.9
2015-07-01,Volkswagen,Volkswagen up!,114,0.9
2015-07-01,Renault,Renault Zoe,24,0.2
2015-08-01,Volkswagen,Volkswagen Golf,1414,11.2
2015-08-01,Toyota,Toyota Auris,412,3.3
2015-08-01,Skoda,Skoda Octavia,372,3.0
2015-08-01,Toyota,Toyota Yaris,338,2.7
2015-08-01,Nissan,Nissan Leaf,338,2.7
2015-08-01,Toyota,Toyota Rav4,314,2.5
2015-08-01,Ford,Ford Mondeo,303,2.4
2015-08-01,Volkswagen,Volkswagen Passat,240,1.9
2015-08-01,Mazda,Mazda CX-5,225,1.8
2015-08-01,Tesla,Tesla Model S,220,1.7
2015-08-01,Mercedes-Benz,Mercedes-Benz B-klasse,220,1.7
2015-08-01,Nissan,Nissan Qashqai,198,1.6
2015-08-01,Audi,Audi A3,198,1.6
2015-08-01,Volkswagen,Volkswagen up!,190,1.5
2015-08-01,Ford,Ford Focus,183,1.5
2015-08-01,Volvo,Volvo V70,162,1.3
2015-08-01,Peugeot,Peugeot 308,145,1.2
2015-08-01,Mercedes-Benz,Mercedes-Benz C-klasse,126,1.0
2015-08-01,Volvo,Volvo XC60,95,0.8
2015-08-01,Mitsubishi,Mitsubishi Outlander,88,0.7
2015-09-01,Volkswagen,Volkswagen Golf,1102,8.9
2015-09-01,Toyota,Toyota Auris,535,4.3
2015-09-01,Nissan,Nissan Leaf,492,4.0
2015-09-01,Toyota,Toyota Yaris,364,2.9
2015-09-01,Toyota,Toyota Rav4,314,2.5
2015-09-01,Skoda,Skoda Octavia,311,2.5
2015-09-01,BMW,BMW i3,266,2.1
2015-09-01,Mazda,Mazda CX-5,256,2.1
2015-09-01,Nissan,Nissan Qashqai,246,2.0
2015-09-01,Volvo,Volvo V70,238,1.9
2015-09-01,Mitsubishi,Mitsubishi Outlander,222,1.8
2015-09-01,Ford,Ford Mondeo,185,1.5
2015-09-01,Volkswagen,Volkswagen Passat,184,1.5
2015-09-01,Volkswagen,Volkswagen up!,180,1.4
2015-09-01,Volvo,Volvo XC60,169,1.4
2015-09-01,Ford,Ford Focus,168,1.4
2015-09-01,Mercedes-Benz,Mercedes-Benz B-klasse,153,1.2
2015-09-01,Audi,Audi A3,148,1.2
2015-09-01,Tesla,Tesla Model S,127,1.0
2015-09-01,Peugeot,Peugeot 308,112,0.9
2015-10-01,Volkswagen,Volkswagen Golf,1368,10.4
2015-10-01,Toyota,Toyota Auris,574,4.3
2015-10-01,Mitsubishi,Mitsubishi Outlander,527,4.0
2015-10-01,Skoda,Skoda Octavia,386,2.9
2015-10-01,Toyota,Toyota Yaris,379,2.9
2015-10-01,Nissan,Nissan Leaf,355,2.7
2015-10-01,BMW,BMW i3,326,2.5
2015-10-01,Volvo,Volvo V70,314,2.4
2015-10-01,Volkswagen,Volkswagen Passat,286,2.2
2015-10-01,Mazda,Mazda CX-5,281,2.1
2015-10-01,Toyota,Toyota Rav4,232,1.8
2015-10-01,Nissan,Nissan Qashqai,222,1.7
2015-10-01,Tesla,Tesla Model S,198,1.5
2015-10-01,Audi,Audi A3,192,1.5
2015-10-01,Peugeot,Peugeot 308,170,1.3
2015-10-01,Volvo,Volvo XC60,166,1.3
2015-10-01,Ford,Ford Mondeo,156,1.2
2015-10-01,Ford,Ford Focus,150,1.1
2015-10-01,Volkswagen,Volkswagen up!,137,1.0
2015-10-01,Mercedes-Benz,Mercedes-Benz B-klasse,108,0.8
2015-11-01,Volkswagen,Volkswagen Golf,1435,11.4
2015-11-01,Mitsubishi,Mitsubishi Outlander,578,4.6
2015-11-01,Toyota,Toyota Auris,450,3.6
2015-11-01,Volkswagen,Volkswagen Passat,358,2.8
2015-11-01,Toyota,Toyota Yaris,334,2.7
2015-11-01,Skoda,Skoda Octavia,310,2.5
2015-11-01,Volvo,Volvo XC60,299,2.4
2015-11-01,BMW,BMW i3,293,2.3
2015-11-01,Ford,Ford Mondeo,282,2.2
2015-11-01,Mazda,Mazda CX-5,262,2.1
2015-11-01,Volvo,Volvo V70,238,1.9
2015-11-01,Tesla,Tesla Model S,225,1.8
2015-11-01,Audi,Audi A3,209,1.7
2015-11-01,Nissan,Nissan Qashqai,162,1.3
2015-11-01,Volkswagen,Volkswagen up!,147,1.2
2015-11-01,Mercedes-Benz,Mercedes-Benz B-klasse,141,1.1
2015-11-01,Peugeot,Peugeot 308,136,1.1
2015-11-01,Nissan,Nissan Leaf,135,1.1
2015-11-01,Ford,Ford Focus,103,0.8
2015-11-01,Toyota,Toyota Rav4,102,0.8
2015-12-01,Volkswagen,Volkswagen Golf,1050,8.0
2015-12-01,Mitsubishi,Mitsubishi Outlander,561,4.3
2015-12-01,BMW,BMW i3,415,3.2
2015-12-01,Volvo,Volvo XC60,408,3.1
2015-12-01,Volvo,Volvo V70,393,3.0
2015-12-01,Tesla,Tesla Model S,373,2.9
2015-12-01,Skoda,Skoda Octavia,349,2.7
2015-12-01,Mazda,Mazda CX-5,285,2.2
2015-12-01,Toyota,Toyota Yaris,281,2.1
2015-12-01,Toyota,Toyota Auris,264,2.0
2015-12-01,Volvo,Volvo V60,251,1.9
2015-12-01,Volkswagen,Volkswagen Passat,198,1.5
2015-12-01,Ford,Ford Mondeo,186,1.4
2015-12-01,Audi,Audi A3,179,1.4
2015-12-01,Ford,Ford Focus,162,1.2
2015-12-01,Mercedes-Benz,Mercedes-Benz B-klasse,159,1.2
2015-12-01,Volkswagen,Volkswagen up!,146,1.1
2015-12-01,Nissan,Nissan Qashqai,119,0.9
2015-12-01,Toyota,Toyota Rav4,74,0.6
2015-12-01,Nissan,Nissan Leaf,19,0.1
2016-01-01,Volkswagen,Volkswagen Golf,998,9.08015649167501
2016-01-01,Toyota,Toyota Rav4,328,2.98425984896734
2016-01-01,Toyota,Toyota Yaris,317,2.88417796378855
2016-01-01,Toyota,Toyota Auris,300,2.72950595942134
2016-01-01,BMW,BMW i3,294,2.67491584023292
2016-01-01,Nissan,Nissan Leaf,284,2.58393230825221
2016-01-01,Mazda,Mazda CX-3,269,2.4474570102811404
2016-01-01,Volkswagen,Volkswagen Passat,236,2.14721135474479
2016-01-01,Audi,Audi A3,233,2.11991629515058
2016-01-01,Mazda,Mazda CX-5,223,2.02893276316987
2016-01-01,Suzuki,Suzuki Vitara,219,1.9925393503775801
2016-01-01,Volvo,Volvo XC90,215,1.9561459375852999
2016-01-01,Skoda,Skoda Octavia,213,1.93794923118915
2016-01-01,Ford,Ford Mondeo,211,1.91975252479301
2016-01-01,Renault,Renault Zoe,197,1.79237558002002
2016-01-01,Nissan,Nissan Qashqai,196,1.7832772268219501
2016-01-01,Skoda,Skoda Superb,186,1.69229369484123
2016-01-01,Peugeot,Peugeot 308,176,1.60131016286052
2016-01-01,BMW,BMW X5,170,1.5467200436721
2016-01-01,Volkswagen,Volkswagen up!,165,1.5012282776817398
2016-01-01,Volvo,Volvo V60,159,1.44663815849331
2016-01-01,Mercedes-Benz,Mercedes-Benz C-klasse,159,1.44663815849331
2016-01-01,Ford,Ford S-Max,153,1.39204803930489
2016-01-01,Mitsubishi,Mitsubishi Outlander,145,1.3192612137203201
2016-01-01,Volkswagen,Volkswagen Polo,144,1.31016286052225
2016-01-01,Ford,Ford Focus,141,1.28286780092803
2016-01-01,BMW,BMW X3,141,1.28286780092803
2016-01-01,Audi,Audi A4,128,1.16458920935311
2016-01-01,BMW,BMW 3-serie,123,1.1190974433627499
2016-01-01,BMW,BMW X1,118,1.0736056773724
2016-01-01,Mercedes-Benz,Mercedes-Benz GLC,116,1.05540897097625
2016-01-01,Mercedes-Benz,Mercedes-Benz B-klasse,111,1.0099172049859
2016-01-01,Volvo,Volvo V70,107,0.973523792193613
2016-01-01,Tesla,Tesla Model S,105,0.9553270857974709
2016-01-01,Ford,Ford Fiesta,101,0.9189336730051859
2016-01-01,Ford,Ford Kuga,96,0.8734419070148299
2016-01-01,Volvo,Volvo XC60,96,0.8734419070148299
2016-01-01,Hyundai,Hyundai Tucson,95,0.864343553816759
2016-01-01,Nissan,Nissan X-Trail,91,0.827950141024475
2016-01-01,Opel,Opel Astra,89,0.8097534346283319
2016-01-01,Toyota,Toyota Avensis,83,0.7551633154399051
2016-01-01,Audi,Audi A6,66,0.600491311072696
2016-01-01,Volkswagen,Volkswagen Touran,65,0.591392957874625
2016-01-01,Skoda,Skoda Fabia,63,0.5731962514784821
2016-01-01,Kia,Kia Soul,62,0.564097898280411
2016-01-01,Peugeot,Peugeot 2008,60,0.545901191884269
2016-01-01,Toyota,Toyota Prius,55,0.500409425893913
2016-01-01,Volvo,Volvo V40,54,0.491311072695842
2016-01-01,Opel,Opel Mokka,44,0.400327540715131
2016-01-01,Kia,Kia Sportage,41,0.373032481120917
2016-02-01,Volkswagen,Volkswagen Golf,1247,10.202912780232401
2016-02-01,Mitsubishi,Mitsubishi Outlander,553,4.52462772050401
2016-02-01,Nissan,Nissan Leaf,453,3.70643102601866
2016-02-01,Toyota,Toyota Rav4,436,3.56733758795614
2016-02-01,Skoda,Skoda Octavia,399,3.26460481099656
2016-02-01,Toyota,Toyota Auris,332,2.71641302569138
2016-02-01,Volkswagen,Volkswagen Passat,310,2.5364097529046004
2016-02-01,Toyota,Toyota Yaris,296,2.42186221567665
2016-02-01,Mazda,Mazda CX-3,250,2.04549173621339
2016-02-01,Mazda,Mazda CX-5,250,2.04549173621339
2016-02-01,Audi,Audi A3,249,2.03730976926853
2016-02-01,BMW,BMW i3,248,2.02912780232368
2016-02-01,Skoda,Skoda Superb,218,1.78366879397807
2016-02-01,Ford,Ford S-Max,216,1.76730486008837
2016-02-01,Volvo,Volvo V70,203,1.6609392898052702
2016-02-01,Nissan,Nissan Qashqai,187,1.53002781868761
2016-02-01,Toyota,Toyota Avensis,170,1.3909343806251002
2016-02-01,Kia,Kia Soul,158,1.29275077728686
2016-02-01,Ford,Ford Mondeo,157,1.2845688103420099
2016-02-01,Suzuki,Suzuki Vitara,156,1.27638684339715
2016-02-01,Volvo,Volvo V60,155,1.2682048764523002
2016-02-01,Volvo,Volvo XC90,151,1.23547700867289
2016-02-01,Peugeot,Peugeot 308,140,1.1454753722795001
2016-02-01,Volkswagen,Volkswagen up!,138,1.12911143838979
2016-02-01,Kia,Kia Sportage,135,1.10456553755523
2016-02-01,Mercedes-Benz,Mercedes-Benz C-klasse,130,1.0636557028309601
2016-02-01,Ford,Ford Focus,126,1.03092783505155
2016-02-01,Toyota,Toyota Prius,124,1.01456390116184
2016-02-01,Ford,Ford Kuga,119,0.9736540664375721
2016-02-01,Volvo,Volvo XC60,118,0.965472099492718
2016-02-01,BMW,BMW X1,117,0.9572901325478651
2016-02-01,BMW,BMW 3-serie,114,0.9327442317133041
2016-02-01,Tesla,Tesla Model S,113,0.9245622647684499
2016-02-01,Nissan,Nissan X-Trail,112,0.9163802978235971
2016-02-01,Volkswagen,Volkswagen Polo,111,0.9081983308787429
2016-02-01,BMW,BMW X5,108,0.883652430044183
2016-02-01,Mercedes-Benz,Mercedes-Benz GLC,106,0.867288496154476
2016-02-01,Mercedes-Benz,Mercedes-Benz B-klasse,106,0.867288496154476
2016-02-01,Audi,Audi A4,102,0.8345606283750608
2016-02-01,Opel,Opel Mokka,93,0.7609229258713791
2016-02-01,BMW,BMW X3,89,0.728195058091965
2016-02-01,Ford,Ford Fiesta,85,0.695467190312551
2016-02-01,Opel,Opel Astra,84,0.687285223367698
2016-02-01,Volvo,Volvo V40,79,0.64637538864343
2016-02-01,Peugeot,Peugeot 2008,72,0.589101620029455
2016-02-01,Skoda,Skoda Fabia,71,0.580919653084602
2016-02-01,Audi,Audi A6,65,0.5318278514154801
2016-02-01,Volkswagen,Volkswagen Touran,65,0.5318278514154801
2016-02-01,Hyundai,Hyundai Tucson,54,0.44182621502209096
2016-02-01,Renault,Renault Zoe,50,0.40909834724267696
2016-03-01,Volkswagen,Volkswagen Golf,1414,10.190990990991
2016-03-01,Mitsubishi,Mitsubishi Outlander,739,5.3261261261261295
2016-03-01,Nissan,Nissan Leaf,676,4.87207207207207
2016-03-01,Toyota,Toyota Auris,507,3.65405405405405
2016-03-01,Tesla,Tesla Model S,487,3.5
2016-03-01,Volkswagen,Volkswagen Passat,372,2.6810810810810803
2016-03-01,Toyota,Toyota Yaris,361,2.6018018018017997
2016-03-01,Toyota,Toyota Rav4,304,2.19099099099099
2016-03-01,Renault,Renault Zoe,291,2.0972972972973003
2016-03-01,Skoda,Skoda Octavia,285,2.05405405405405
2016-03-01,Audi,Audi A3,266,1.91711711711712
2016-03-01,BMW,BMW 2-serie,233,1.6792792792792801
2016-03-01,Mazda,Mazda CX-5,231,1.66486486486486
2016-03-01,Volvo,Volvo V70,214,1.5423423423423401
2016-03-01,Toyota,Toyota Avensis,194,1.3981981981982
2016-03-01,Nissan,Nissan Qashqai,191,1.37657657657658
2016-03-01,Skoda,Skoda Superb,188,1.35495495495495
2016-03-01,Suzuki,Suzuki Vitara,181,1.3045045045045
2016-03-01,Mercedes-Benz,Mercedes-Benz B-klasse,179,1.29009009009009
2016-03-01,Ford,Ford S-Max,178,1.2828828828828798
2016-03-01,BMW,BMW i3,177,1.27567567567568
2016-03-01,Mercedes-Benz,Mercedes-Benz C-klasse,159,1.14594594594595
2016-03-01,Toyota,Toyota Prius,153,1.1027027027026999
2016-03-01,Ford,Ford Mondeo,153,1.1027027027026999
2016-03-01,BMW,BMW X5,149,1.07387387387387
2016-03-01,Peugeot,Peugeot 308,142,1.02342342342342
2016-03-01,Kia,Kia Sportage,141,1.01621621621622
2016-03-01,Volvo,Volvo XC60,141,1.01621621621622
2016-03-01,Mazda,Mazda CX-3,138,0.994594594594595
2016-03-01,Volvo,Volvo V60,132,0.951351351351351
2016-03-01,Volvo,Volvo XC90,128,0.922522522522523
2016-03-01,BMW,BMW X1,126,0.9081081081081079
2016-03-01,Volkswagen,Volkswagen up!,124,0.893693693693694
2016-03-01,BMW,BMW 3-serie,124,0.893693693693694
2016-03-01,Mercedes-Benz,Mercedes-Benz E-klasse,123,0.8864864864864871
2016-03-01,Volkswagen,Volkswagen Polo,118,0.8504504504504499
2016-03-01,Ford,Ford Focus,118,0.8504504504504499
2016-03-01,Ford,Ford Fiesta,112,0.8072072072072071
2016-03-01,BMW,BMW X3,95,0.684684684684685
2016-03-01,Ford,Ford Kuga,84,0.605405405405405
2016-03-01,Opel,Opel Astra,83,0.598198198198198
2016-04-01,Volkswagen,Volkswagen Golf,1713,12.1351657693398
2016-04-01,Volkswagen,Volkswagen Passat,684,4.84556531595353
2016-04-01,Mitsubishi,Mitsubishi Outlander,569,4.03088693680929
2016-04-01,Nissan,Nissan Leaf,541,3.8325304618872202
2016-04-01,Toyota,Toyota Auris,428,3.03202040238028
2016-04-01,Skoda,Skoda Octavia,383,2.71323321054123
2016-04-01,Toyota,Toyota Yaris,362,2.56446585434967
2016-04-01,Toyota,Toyota Rav4,284,2.0119013884953203
2016-04-01,Audi,Audi A3,275,1.9481439501275102
2016-04-01,Volvo,Volvo V70,232,1.6435250779257602
2016-04-01,Renault,Renault Zoe,230,1.6293567582884698
2016-04-01,Volkswagen,Volkswagen Polo,227,1.6081042788325302
2016-04-01,BMW,BMW i3,222,1.5726834797393001
2016-04-01,BMW,BMW 2-serie,205,1.45225276282233
2016-04-01,Mazda,Mazda CX-3,201,1.4239161235477502
2016-04-01,Mazda,Mazda CX-5,197,1.39557948427317
2016-04-01,Toyota,Toyota Prius,195,1.3814111646358702
2016-04-01,Skoda,Skoda Superb,186,1.31765372626806
2016-04-01,Volvo,Volvo XC90,181,1.28223292717484
2016-04-01,Ford,Ford Mondeo,171,1.2113913289883798
2016-04-01,Peugeot,Peugeot 308,170,1.20430716916974
2016-04-01,Opel,Opel Astra,170,1.20430716916974
2016-04-01,BMW,BMW X5,165,1.16888637007651
2016-04-01,Mercedes-Benz,Mercedes-Benz B-klasse,156,1.1051289317086999
2016-04-01,Suzuki,Suzuki Vitara,154,1.09096061207141
2016-04-01,Volkswagen,Volkswagen up!,153,1.0838764522527602
2016-04-01,Toyota,Toyota Avensis,152,1.07679229243412
2016-04-01,Kia,Kia Sportage,149,1.0555398129781801
2016-04-01,Ford,Ford Fiesta,132,0.9351090960612071
2016-04-01,Volvo,Volvo XC60,131,0.9280249362425621
2016-04-01,Nissan,Nissan Qashqai,126,0.8926041371493341
2016-04-01,Ford,Ford S-Max,125,0.8855199773306891
2016-04-01,Mercedes-Benz,Mercedes-Benz E-klasse,120,0.850099178237461
2016-04-01,Ford,Ford Focus,109,0.7721734202323599
2016-04-01,BMW,BMW X3,108,0.7650892604137149
2016-04-01,Ford,Ford Kuga,108,0.7650892604137149
2016-04-01,Volvo,Volvo V60,107,0.7580051005950691
2016-04-01,BMW,BMW X1,106,0.7509209407764241
2016-04-01,Mercedes-Benz,Mercedes-Benz C-klasse,104,0.736752621139133
2016-04-01,BMW,BMW 3-serie,104,0.736752621139133
2016-04-01,Tesla,Tesla Model S,96,0.7
2016-05-01,Volkswagen,Volkswagen Golf,1054,8.193407960199009
2016-05-01,Mitsubishi,Mitsubishi Outlander,553,4.2988184079602005
2016-05-01,Volkswagen,Volkswagen Passat,530,4.1200248756218905
2016-05-01,Toyota,Toyota Yaris,483,3.75466417910448
2016-05-01,Toyota,Toyota Auris,448,3.48258706467662
2016-05-01,Toyota,Toyota Rav4,414,3.21828358208955
2016-05-01,Skoda,Skoda Octavia,344,2.67412935323383
2016-05-01,Nissan,Nissan Leaf,320,2.48756218905473
2016-05-01,Audi,Audi A3,266,2.06778606965174
2016-05-01,Skoda,Skoda Superb,217,1.6868781094527399
2016-05-01,Mercedes-Benz,Mercedes-Benz B-klasse,204,1.58582089552239
2016-05-01,Mazda,Mazda CX-3,200,1.5547263681591998
2016-05-01,Mazda,Mazda CX-5,199,1.5469527363184101
2016-05-01,Toyota,Toyota Prius,197,1.53140547263682
2016-05-01,Opel,Opel Astra,188,1.4614427860696497
2016-05-01,BMW,BMW 2-serie,186,1.44589552238806
2016-05-01,Mercedes-Benz,Mercedes-Benz C-klasse,161,1.25155472636816
2016-05-01,Volkswagen,Volkswagen Polo,159,1.2360074626865702
2016-05-01,Tesla,Tesla Model S,156,1.21268656716418
2016-05-01,Peugeot,Peugeot 308,152,1.18159203980099
2016-05-01,Volvo,Volvo V70,144,1.1194029850746299
2016-05-01,Ford,Ford Mondeo,137,1.06498756218905
2016-05-01,Volkswagen,Volkswagen up!,135,1.04944029850746
2016-05-01,Nissan,Nissan Qashqai,132,1.02611940298507
2016-05-01,Ford,Ford S-Max,132,1.02611940298507
2016-05-01,Volvo,Volvo XC90,126,0.9794776119402991
2016-05-01,Toyota,Toyota Avensis,123,0.95615671641791
