"INCOME","SEX","MARITAL.STATUS","AGE","EDUCATION","OCCUPATION","AREA","DUAL.INCOMES","HOUSEHOLD.SIZE","UNDER18","HOUSEHOLDER","HOME.TYPE","ETHNIC.CLASS","LANGUAGE"
"[30.000-40.000)","M","Married","45-54",NA,"Sales Worker","10+ years","Yes","Four","Two","Own","House","White","English"
"[50.000-75.000)","M","Married","45-54","Grad Study","Professional/Managerial","10+ years","No","Two","One","Own","House","Black","English"
"[75.000-","M","Single","14-17","Grades 9 to 11","Clerical/Service Worker","10+ years","Not Married","Four","Two","Family","House","White","English"
"[50.000-75.000)","M","Married","55-64","College graduate","Professional/Managerial","10+ years","No","Two","None","Own","House","White","English"
"[75.000-","M","Married","65+","1 to 3 years of college","Retired","10+ years","Yes","Two","None","Own","House","White","English"
"[75.000-","M","Married","55-64","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Two","None","Rent","House","White","English"
"[20.000-25.000)","M","Single","25-34","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Four","None","Rent","House","White","English"
"[75.000-","M","Single","18-24","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","Not Married","Three","None","Family","House","White","English"
"[50.000-75.000)","M","Married","45-54","Grad Study","Professional/Managerial","10+ years","Not Married","Three","None","Own","House","Black","English"
"[25.000-30.000)","M","Single","25-34","Grad Study","Professional/Managerial","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"[40.000-50.000)","M","Married","45-54","Graduated High Scool","Retired","10+ years","Yes","Three","None","Own","House","White","English"
"[75.000-","F","Married","65+","1 to 3 years of college","Retired","10+ years","No","Three","None","Own","House","White","English"
"[75.000-","M","Married","35-44","Grad Study","Professional/Managerial","10+ years","Yes","Three","One","Own","House","White","English"
"[25.000-30.000)","M","Married","65+","College graduate","Retired","10+ years","No","Two","None","Own","House","White","English"
"[30.000-40.000)","F","Divorced","55-64","Graduated High Scool","Clerical/Service Worker",NA,"Not Married","One","None","Own","Other","White","English"
"[50.000-75.000)","M","Married","55-64","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Three","One","Own","House","White","English"
"[75.000-","M","Married","35-44","College graduate","Sales Worker","10+ years","Yes","Four","Two","Own","House","White","English"
"[75.000-","M","Married","35-44","Grad Study","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"[50.000-75.000)","M","Married","35-44","Grad Study","Professional/Managerial","10+ years","Yes","Four","Two","Own","House","White","English"
"[75.000-","M","Married","25-34","Grad Study","Professional/Managerial","10+ years","Yes","Two","None","Own","House","American Indian","English"
"[20.000-25.000)","M","Together","18-24","Graduated High Scool","Factory Worker/Laborer/Driver","1-3 years","Not Married","Four","None","Rent","Apartment","White","English"
"[75.000-","M","Married","35-44","College graduate","Professional/Managerial","10+ years","Yes","Four","One","Own","House","White","English"
"[40.000-50.000)","M","Married","55-64","College graduate","Retired","10+ years","Yes","Four","None","Own","House","White","English"
"[40.000-50.000)","F","Married","25-34","Graduated High Scool","Professional/Managerial","4-6 years","No","Four","Two","Rent","Apartment","White","English"
"[50.000-75.000)","M","Married","25-34","1 to 3 years of college","Professional/Managerial","7-10 years","Yes","Four","Two","Own","House","White","English"
"[50.000-75.000)","M","Married","45-54","1 to 3 years of college","Professional/Managerial","10+ years","No","Two","None","Own","House","White","English"
"-10.000)","M","Divorced","35-44","Grad Study","Unemployed","4-6 years","Not Married","One","None","Rent","House","White","English"
"[10.000-15.000)","M","Divorced","65+","Grades 9 to 11","Retired","10+ years","Not Married","One","None","Own","House","White","English"
"[20.000-25.000)","F","Divorced","45-54","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married",NA,"None","Own","House","Hispanic","English"
"[30.000-40.000)","M","Married","65+","Graduated High Scool","Retired","10+ years","No","Two","None","Own","House","White","English"
"[15.000-20.000)","F","Single","18-24","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","Six","One","Family","House","White","English"
"[20.000-25.000)","M","Married","65+","1 to 3 years of college","Retired",NA,"No","Two","None","Own","Condominium","White","English"
"[20.000-25.000)","F","Widowed","65+","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married","One","None","Own","House","White","English"
"[25.000-30.000)","M","Single","18-24","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","One","None","Rent","House","White","English"
"[10.000-15.000)","F","Widowed","35-44","Graduated High Scool","Clerical/Service Worker",NA,"Not Married","Five","Three","Rent","Apartment","White","English"
"[30.000-40.000)","F","Divorced","55-64","1 to 3 years of college","Homemaker","10+ years","Not Married","Four","None","Own","House","White","English"
"[30.000-40.000)","F","Married","25-34","1 to 3 years of college","Sales Worker","10+ years","Yes","Three","One","Rent","Apartment","White","English"
"[50.000-75.000)","F","Divorced","35-44","Grad Study","Professional/Managerial","10+ years","Not Married","One","None","Own","Condominium","White","English"
"[30.000-40.000)","M","Married","25-34","Graduated High Scool","Factory Worker/Laborer/Driver","10+ years","Yes","Four","Two","Rent","Other","White","English"
"-10.000)","F","Single","65+","Grad Study","Retired","10+ years","Not Married","Two","None","Own","House","White","English"
"[50.000-75.000)","F","Married","45-54","1 to 3 years of college","Homemaker","10+ years","Yes","Five","One","Own","House","White","English"
"[40.000-50.000)","F","Married","45-54","1 to 3 years of college","Homemaker","7-10 years","Yes","Four","Two","Rent","Condominium","Black","English"
"[25.000-30.000)","F","Married","25-34","1 to 3 years of college","Homemaker","7-10 years","No","Five","None","Rent","House","White","English"
"[75.000-","F","Married","35-44","College graduate","Sales Worker","10+ years","Yes","Four","One","Own","House","White","English"
"[30.000-40.000)","F","Single","25-34","College graduate","Professional/Managerial","10+ years","Not Married","One","None","Rent","Condominium","White","English"
"[20.000-25.000)","F","Married","55-64","1 to 3 years of college","Retired","10+ years","No","Three","None","Own","House","White","English"
"[50.000-75.000)","F","Married","25-34","College graduate","Professional/Managerial","10+ years","Yes","Four","Two","Own","House","White","English"
"[20.000-25.000)","F","Divorced","45-54","1 to 3 years of college","Sales Worker",NA,"Not Married","One","None","Rent",NA,"White","English"
"[15.000-20.000)","M","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Three","None","Family","House","White","English"
"[40.000-50.000)","M","Married","35-44","1 to 3 years of college","Professional/Managerial","10+ years","No","Four","Two","Own","House","White","English"
"[50.000-75.000)","F","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married",NA,"None","Family","House","White","English"
"[30.000-40.000)","M","Married","65+","1 to 3 years of college","Retired","10+ years","No",NA,"None","Own","House","White","English"
"[50.000-75.000)","F","Married","65+","Grad Study","Retired",NA,"No","Two","None","Own","Condominium","White","English"
"[75.000-","F","Married","25-34","College graduate","Professional/Managerial","10+ years","Yes","Four","Two","Own","House","Other","Other"
"[75.000-","M","Single","18-24","1 to 3 years of college","Sales Worker","10+ years","Not Married","Three","None","Family","House","White","English"
"[75.000-","M","Single","18-24","Grades 9 to 11","Clerical/Service Worker","1-3 years","Not Married","Four","None","Family","House","White","English"
"-10.000)","M","Single","18-24","Grades 9 to 11","Student, HS or College","1-3 years","Not Married","Four","None","Family","House","White","English"
"[50.000-75.000)","M","Single","25-34","College graduate","Professional/Managerial","10+ years","Not Married","Two","None","Own","House","White","English"
"[50.000-75.000)","M","Married","25-34","College graduate","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"-10.000)","F","Single","18-24","1 to 3 years of college","Student, HS or College","4-6 years","Not Married","Five","Two","Own","House","White","English"
"[25.000-30.000)","M","Single","18-24","Graduated High Scool","Student, HS or College","7-10 years","Not Married","Three","None","Rent","House","White","English"
"-10.000)","M","Single","18-24","Graduated High Scool","Military","4-6 years","Not Married",NA,"None","Family","House","White","English"
"[75.000-","F","Married","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"[20.000-25.000)","F","Married","55-64","College graduate","Military","10+ years","No","Two","None","Own","House","White","English"
"[15.000-20.000)","M","Single","45-54","College graduate","Professional/Managerial","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"[75.000-","M","Married","45-54","Grad Study","Professional/Managerial","10+ years","No","Two","None","Own","House","White","English"
"-10.000)","F","Widowed","65+","1 to 3 years of college","Professional/Managerial","10+ years","Not Married",NA,"None","Own","House","White","English"
"[40.000-50.000)","M","Married","65+","College graduate","Retired","10+ years","No","Two","None","Own","House","White","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Sales Worker","7-10 years","Not Married","Four","Two","Family","House","White","Other"
"-10.000)","M","Single","14-17","Graduated High Scool","Student, HS or College","10+ years","Not Married","Four","Two","Family","House","White","English"
"[40.000-50.000)","F","Together","25-34","Grades 9 to 11","Clerical/Service Worker","10+ years","Not Married","Two","None","Own","Condominium","White","English"
"[25.000-30.000)","F","Married","55-64","Graduated High Scool","Homemaker",NA,"No","Two","None","Own","House","White","English"
"[50.000-75.000)","M","Single","25-34","1 to 3 years of college","Professional/Managerial","4-6 years","Not Married","One","None","Own","House","White","English"
"[30.000-40.000)","F","Divorced","45-54","1 to 3 years of college",NA,"10+ years","Not Married","One","None","Own",NA,"White","English"
"[30.000-40.000)","F","Together","25-34","College graduate","Professional/Managerial","10+ years","Not Married","Two","None","Own","House","White","English"
"[50.000-75.000)","F","Married","35-44","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"[50.000-75.000)","M","Married","45-54","1 to 3 years of college","Professional/Managerial","10+ years","No","Three","None","Own","House","American Indian","English"
"[50.000-75.000)","M","Married","55-64","Grad Study","Retired","10+ years","No","Two","None","Own","Other","White","English"
"[25.000-30.000)","F","Single","65+","Grad Study","Retired","10+ years","Not Married","Two","None","Own","House","White",NA
"[10.000-15.000)","M","Single","25-34","Grad Study","Professional/Managerial","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"-10.000)","F","Single","25-34","1 to 3 years of college","Retired","10+ years","Not Married","One","None","Rent","Other","Hispanic","English"
"[15.000-20.000)","F","Divorced","25-34","College graduate","Professional/Managerial","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
